Country code,Country name,Series code,Series name,SCALE,Decimals,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
TGO,Togo,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,773.74,843.41,836.08,865.41,832.41,953.42,1059.76,986.42,1166.11,1536.47,1356.79,1162.44,1232.11,1463.13,1397.13,1338.46,1221.11,1316.45,1419.13,,,
THA,Thailand,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,95833.38,116148.56,126830.53,142554.63,158278.72,181461.50,202711.76,210064.10,186503.62,196947.24,201549.32,217086.40,230635.97,245674.33,267760.67,275164.35,283987.15,282091.31,285732.64,,,
TJK,Tajikistan,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,7220.32,5170.47,2354.21,2449.56,2827.26,2152.53,2497.23,2519.23,2236.87,2291.88,1881.17,2075.52,2233.20,2291.88,2420.22,3245.30,3146.29,,,
TKM,Turkmenistan,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,28067.22,27663.85,33476.04,34620.15,31363.85,29930.05,26046.70,35115.19,35646.91,39680.61,41074.07,43160.59,39640.27,41759.80,43871.99,45866.84,47839.68,,,
TMP,Timor-Leste,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,,,,,,,,,,,161.35,161.35,176.02,176.02,179.68,183.35,190.68,,,
TON,Tonga,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,77.01,91.68,88.01,102.68,106.34,110.01,110.01,113.68,110.01,128.35,121.01,139.35,143.01,176.02,172.35,172.35,172.35,176.02,176.02,,,
TTO,Trinidad and Tobago,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,16959.88,21048.58,20986.24,16820.53,19853.14,20967.91,21781.98,19229.75,19317.76,22816.07,24513.90,25023.61,26890.11,27696.85,31554.54,30949.48,34480.80,37036.70,49772.19,,,
TUN,Tunisia,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,13267.21,15489.41,15023.70,16501.50,15940.45,15735.10,16758.19,16945.21,18001.30,18331.33,19922.81,20817.56,21015.58,21396.95,22445.71,22801.41,23127.77,23868.50,25012.61,,,
TUR,Turkey,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,150790.71,151799.13,154494.38,164259.60,161659.70,176705.40,192499.17,202887.78,205421.67,196767.55,216147.65,194538.02,205678.36,218509.20,225406.82,237368.58,261570.78,284658.21,283979.81,,,
TUV,Tuvalu,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,,,,,,,,,,,,,,,,,,,,
TZA,Tanzania,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,2372.55,2434.89,2361.55,2636.57,2445.89,3553.32,3461.65,2882.26,2555.90,2537.56,2651.24,3127.95,3589.99,3806.35,4352.73,5086.13,5379.49,6039.55,6464.92,,,
UGA,Uganda,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,817.74,850.74,861.75,821.41,744.40,957.09,1052.43,1133.10,1338.46,1393.46,1532.81,1631.82,1705.16,1719.82,1833.50,2339.55,2706.25,3204.96,3747.67,,,
UKR,Ukraine,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,641681.00,546111.64,447010.97,445943.87,412335.82,341196.02,328636.54,332549.23,320774.49,321650.91,318684.30,352259.35,343121.19,339028.82,327796.80,328856.56,323532.08,,,
UMC,Upper middle income,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,7223726.53,7456999.43,7652334.29,7674832.17,7675342.98,7929610.84,8110512.55,8088624.71,7924734.22,7912614.32,8082046.60,8231887.88,8470540.99,9507163.00,10431909.36,11071500.15,11876092.59,12436188.16,12859967.14,,,
URY,Uruguay,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,3993.36,4554.41,5170.47,4466.41,4066.70,4591.08,5441.83,5555.51,5687.52,6725.28,5306.15,5089.80,4620.42,4598.42,5610.51,5775.53,6648.27,5999.21,8327.76,,,
USA,United States,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,4879376.21,4870238.04,4876006.23,5167485.06,5227176.49,5237968.47,5343512.06,5501365.41,5449077.66,5528149.18,5512399.42,5389928.95,5437816.30,5471754.39,5563799.75,5595357.96,5514775.63,5581537.03,5461013.74,,,
UZB,Uzbekistan,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,114014.36,118532.11,110981.76,100912.17,103189.38,101781.25,117571.35,117421.01,119951.24,122037.76,126914.87,122683.15,119272.84,109599.30,115345.49,115840.53,124905.35,,,
VCT,St. Vincent and the Grenadines,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,80.67,77.01,84.34,102.68,121.01,132.01,135.68,135.68,165.02,168.68,157.68,179.68,187.02,194.35,194.35,198.02,201.69,201.69,201.69,,,
VEN,"Venezuela, RB",EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,122162.44,115440.83,105873.62,124355.30,129947.48,133236.78,122752.83,133962.84,167321.54,172616.69,152415.19,172525.02,193261.90,192103.13,168278.63,159584.17,153595.96,163555.53,169532.74,,,
VIR,Virgin Islands (U.S.),EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,,,,,,,,,,,,,,,,,,,,
VNM,Vietnam,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,21407.95,21451.95,22387.04,22970.09,26303.39,29247.99,34378.13,45283.78,47781.01,48026.70,53582.20,61631.27,71348.82,79438.22,101678.58,104084.13,83735.95,112290.87,127384.25,,,
VUT,Vanuatu,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,69.67,66.01,66.01,66.01,66.01,66.01,84.34,88.01,84.34,84.34,80.67,84.34,84.34,88.01,88.01,55.01,47.67,80.67,91.68,,,
WBG,West Bank and Gaza,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,,,,,,414.37,608.72,660.06,799.41,1353.12,1166.11,1279.78,1866.50,2742.92,2266.21,2324.88,2053.52,,,
WLD,World,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,22529936.00,22867024.00,22445664.00,22467648.00,22896336.00,23401968.00,23903936.00,24361936.00,24292320.00,24076144.00,24688032.00,25281600.00,25483120.00,26706896.00,28106544.00,29205744.00,30136400.00,30649360.00,,,,
WSM,Samoa,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,124.68,124.68,128.35,128.35,121.01,132.01,132.01,132.01,132.01,139.35,139.35,143.01,143.01,150.35,154.01,157.68,157.68,161.35,161.35,,,
YEM,"Yemen, Rep.",EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,-2999.61,10109.92,14381.97,9431.52,11367.70,11250.36,14935.69,15474.74,12200.11,13894.26,14638.66,16252.14,15764.43,17304.57,18881.38,20043.82,20791.89,21976.33,23384.46,,,
ZAF,South Africa,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,333513.65,346337.15,324852.20,342549.14,358929.63,353458.46,358639.93,371327.75,372218.84,371034.39,368610.51,362743.31,347686.61,380810.62,414165.65,408199.44,405709.55,433358.73,435877.96,,,
ZAR,"Congo, Dem. Rep.",EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,4070.37,3755.01,3619.33,3410.31,2478.89,2966.60,3248.96,2926.27,2533.90,2247.87,1646.48,1565.81,1543.81,1697.82,2280.87,2368.88,2460.56,2552.23,2816.26,,,
ZMB,Zambia,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,2445.89,2416.55,2456.89,2500.89,2420.22,2170.86,1870.17,2390.88,2313.88,1807.83,1818.83,1906.84,1969.18,2101.19,2108.53,2258.87,2284.54,1719.82,1888.51,,,
ZWE,Zimbabwe,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,15504.08,15823.11,16901.20,16208.14,17645.60,15130.04,14994.36,14407.64,14253.63,15834.11,13886.93,12563.14,11932.42,10626.97,9926.57,10773.65,10344.61,9618.54,9075.83,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
